schema_name,function_name,arguments,security_definer,function_owner,acl,anon_can_execute,authenticated_can_execute,service_role_can_execute
public,process_hotmart_event,"p_event_id text, p_event_name text, p_transaction_id text, p_product_id bigint, p_buyer_email text, p_buyer_name text, p_status text, p_purchased_at timestamp with time zone, p_event_at timestamp with time zone",true,postgres,"postgres=X/postgres
anon=X/postgres
authenticated=X/postgres
service_role=X/postgres",true,true,true
